model,question_id,temperature,num_samples,num_correct,num_attempted_samples,num_reference_failed_samples,pass@1,pass@2,pass@3,pass@4,pass@5,pass@6,pass@7,pass@8,pass@9,pass@10,pass@11,pass@12,pass@13,pass@14,pass@15,pass@16,pass@17,pass@18,pass@19,pass@20
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_052,0.5,50,50,50,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_053,0.5,50,27,50,0,0.54,0.7935,0.9096,0.9616,0.9841,0.9936,0.9975,0.9991,0.9997,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_054,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_055,0.5,50,11,50,0,0.22,0.3951,0.5337,0.6429,0.7283,0.7947,0.846,0.8854,0.9154,0.9381,0.9551,0.9678,0.9771,0.9839,0.9888,0.9923,0.9948,0.9965,0.9977,0.9985
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_056,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_057,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_058,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_059,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_060,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_061,0.5,50,12,50,0,0.24,0.4261,0.5696,0.6795,0.7631,0.8263,0.8737,0.9089,0.9349,0.954,0.9678,0.9777,0.9847,0.9897,0.9931,0.9955,0.9971,0.9981,0.9988,0.9993
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_062,0.5,50,50,50,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_063,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_064,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_065,0.5,50,50,50,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_066,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/meta-llama/Llama-3.3-70B-Instruct,m2_067,0.5,50,48,50,0,0.96,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/meta-llama/Llama-3.3-70B-Instruct,__aggregate__,0.5,3350,1106,3350,0,0.3301,0.3604,0.3773,0.3889,0.3979,0.4052,0.4114,0.4167,0.4213,0.4254,0.4291,0.4323,0.4353,0.438,0.4404,0.4426,0.4447,0.4465,0.4482,0.4498
